Source,Target,Weight
JASON ERVIN,FRIENDS OF WALTER BURNETT,3
JASON ERVIN,FRIENDS OF LESLIE HAIRSTON,3
JASON ERVIN,FRIENDS OF ED BURKE,3
JASON ERVIN,CARRIE AUSTIN,3
VILLEGAS FOR COMMITTEEPERSON,HOPKINS FOR CHICAGO,3
FRIENDS OF MICHAEL RODRIGUEZ,FRIENDS OF GILBERT VILLEGAS,3
FRIENDS OF MICHAEL RODRIGUEZ,HOPKINS FOR CHICAGO,3
FRIENDS OF MICHAEL RODRIGUEZ,CITIZENS FOR ERVIN,3
FRIENDS OF MICHAEL RODRIGUEZ,CITIZENS FOR WAGUESPACK,4
FRIENDS OF MICHAEL RODRIGUEZ,CITIZENS FOR JOE MOORE,3
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF RODERICK SAWYER,5
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF MICHELLE A. HARRIS,3
FRIENDS OF GILBERT VILLEGAS,FRIENDS FOR DEBRA SILVERSTEIN,5
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF SUSAN SADLOWSKI GARZA,4
FRIENDS OF GILBERT VILLEGAS,HOPKINS FOR CHICAGO,11
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR ERVIN,6
FRIENDS OF GILBERT VILLEGAS,"FRIENDS OF WALTER BURNETT, JR.",4
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF ANTHONY NAPOLITANO,3
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF SAMANTHA NUGENT,6
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF CARRIE AUSTIN,5
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF LESLIE A. HAIRSTON,5
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR REILLY,5
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR PAT DOWELL,6
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR MICHELLE HARRIS,4
FRIENDS OF GILBERT VILLEGAS,CITIZENS TO ELECT EMMA MITTS,6
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR TUNNEY,6
FRIENDS OF GILBERT VILLEGAS,MICHAEL SCOTT,3
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR WAGUESPACK,5
FRIENDS OF GILBERT VILLEGAS,CITIZENS TO ELECT ANTHONY BEALE,5
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR MALDONADO,3
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF SOPHIA KING,5
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF MICHELE SMITH,6
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF MATT O'SHEA,8
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR ALDERMAN MICHAEL SCOTT JR.,3
FRIENDS OF GILBERT VILLEGAS,NEIGHBORS FOR DANIEL LA SPATA,3
FRIENDS OF GILBERT VILLEGAS,CITIZENS TO ELECT DAVID MOORE,4
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF WALTER BURNETT,3
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF GEORGE CARDENAS,6
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF RODERICK T. SAWYER,9
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR ALDERMAN REILLY,4
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF LESLIE HAIRSTON,3
FRIENDS OF GILBERT VILLEGAS,NEIGHBORS FOR HARRY OSTERMAN,3
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR JOE MOORE,8
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF RAYMOND LOPEZ,5
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF NICHOLAS SPOSATO,4
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF EDWARD M. BURKE,6
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF RAYMOND A. LOPEZ,3
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR CAPPLEMAN,7
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF MICHELLE HARRIS,3
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF PATRICK D. THOMPSON,3
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF GREG MITCHELL,4
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF GEORGE A. CARDENAS,5
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF CARRIE M. AUSTIN,3
FRIENDS OF GILBERT VILLEGAS,CITIZENS FOR MICHAEL SCOTT JR.,3
FRIENDS OF GILBERT VILLEGAS,FRIENDS OF TABARES,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF LESLIE A HAIRSTON,3
FRIENDS OF RODERICK SAWYER,FRIENDS FOR DEBRA SILVERSTEIN,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF SUSAN SADLOWSKI GARZA,3
FRIENDS OF RODERICK SAWYER,HOPKINS FOR CHICAGO,5
FRIENDS OF RODERICK SAWYER,CITIZENS FOR ERVIN,5
FRIENDS OF RODERICK SAWYER,"FRIENDS OF WALTER BURNETT, JR.",3
FRIENDS OF RODERICK SAWYER,FRIENDS OF SAMANTHA NUGENT,4
FRIENDS OF RODERICK SAWYER,FRIENDS OF CARRIE AUSTIN,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF LESLIE A. HAIRSTON,4
FRIENDS OF RODERICK SAWYER,CITIZENS FOR REILLY,3
FRIENDS OF RODERICK SAWYER,CITIZENS FOR PAT DOWELL,7
FRIENDS OF RODERICK SAWYER,CITIZENS TO ELECT EMMA MITTS,4
FRIENDS OF RODERICK SAWYER,CITIZENS FOR WAGUESPACK,5
FRIENDS OF RODERICK SAWYER,CITIZENS TO ELECT ANTHONY BEALE,5
FRIENDS OF RODERICK SAWYER,FRIENDS OF SOPHIA KING,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF MICHELE SMITH,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF MATT O'SHEA,5
FRIENDS OF RODERICK SAWYER,CITIZENS TO ELECT DAVID MOORE,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF WALTER BURNETT,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF MICHELLE SMITH,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF GEORGE CARDENAS,4
FRIENDS OF RODERICK SAWYER,FRIENDS OF RODERICK T. SAWYER,5
FRIENDS OF RODERICK SAWYER,CITIZENS FOR ALDERMAN REILLY,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF LESLIE HAIRSTON,6
FRIENDS OF RODERICK SAWYER,CITIZENS FOR JOE MOORE,4
FRIENDS OF RODERICK SAWYER,FRIENDS OF RAYMOND LOPEZ,3
FRIENDS OF RODERICK SAWYER,CITIZENS FOR CAPPLEMAN,3
FRIENDS OF RODERICK SAWYER,FRIENDS OF MICHELLE HARRIS,5
FRIENDS OF RODERICK SAWYER,CITIZENS FOR CARRIE AUSTIN,4
FRIENDS OF RODERICK SAWYER,FRIENDS OF GREG MITCHELL,3
FRIENDS OF RODERICK SAWYER,CITIZENS FOR MICHAEL SCOTT JR.,3
FRIENDS OF LESLIE A HAIRSTON,HOPKINS FOR CHICAGO,3
FRIENDS OF LESLIE A HAIRSTON,FRIENDS OF LESLIE A. HAIRSTON,3
FRIENDS OF LESLIE A HAIRSTON,CITIZENS FOR CAPPLEMAN,3
DEBRA SILVERSTEIN,HOPKINS FOR CHICAGO,4
DEBRA SILVERSTEIN,ALDERMAN JASON ERVIN,3
DEBRA SILVERSTEIN,CITIZENS FOR TUNNEY,3
DEBRA SILVERSTEIN,CITIZENS FOR WAGUESPACK,4
DEBRA SILVERSTEIN,FRIENDS OF SOPHIA KING,3
DEBRA SILVERSTEIN,FRIENDS OF MICHELE SMITH,4
DEBRA SILVERSTEIN,ALDERMAN GILBERT VILLEGAS,3
DEBRA SILVERSTEIN,FRIENDS OF RODERICK T. SAWYER,3
DEBRA SILVERSTEIN,ALDERMAN SCOTT WAGUESPACK,3
DEBRA SILVERSTEIN,CITIZENS FOR JOE MOORE,4
DEBRA SILVERSTEIN,ALDERMAN BRENDAN REILLY,3
DEBRA SILVERSTEIN,ALDERMAN GEORGE CARDENAS,3
DEBRA SILVERSTEIN,ALDERMAN MICHELLE A. HARRIS,3
DEBRA SILVERSTEIN,ALDERMAN CARRIE M. AUSTIN,3
DEBRA SILVERSTEIN,ALDERMAN JAMES CAPPLEMAN,3
DEBRA SILVERSTEIN,FRIENDS OF EDWARD M. BURKE,3
DEBRA SILVERSTEIN,FRIENDS OF RAYMOND A. LOPEZ,3
DEBRA SILVERSTEIN,ALDERMAN PAT DOWELL,3
DEBRA SILVERSTEIN,FRIENDS OF MICHELLE HARRIS,3
DEBRA SILVERSTEIN,ALDERMAN TOM TUNNEY,3
DEBRA SILVERSTEIN,ALDERMAN RAYMOND LOPEZ,3
DEBRA SILVERSTEIN,ALDERMAN JOANN THOMPSON,3
DEBRA SILVERSTEIN,ALDERMAN MICHELE SMITH,3
DEBRA SILVERSTEIN,ALDERMAN JOE MOORE,3
DEBRA SILVERSTEIN,ALDERMAN CARRIE AUSTIN,3
DEBRA SILVERSTEIN,ALDERMAN LESLIE HAIRSTON,3
DEBRA SILVERSTEIN,ALDERMAN WALTER BURNETT,3
DEBRA SILVERSTEIN,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
DEBRA SILVERSTEIN,FRIENDS OF CARRIE M. AUSTIN,3
DEBRA SILVERSTEIN,ALDERMAN ANTHONY BEALE,3
DEBRA SILVERSTEIN,ALDERMAN EDWARD M. BURKE,3
DEBRA SILVERSTEIN,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
DEBRA SILVERSTEIN,ALDERMAN HARRY OSTERMAN,3
DEBRA SILVERSTEIN,ALDERMAN RODERICK T. SAWYER,3
DEBRA SILVERSTEIN,ALDERMAN DEBRA SILVERSTEIN,3
DEBRA SILVERSTEIN,"ALDERMAN WALTER BURNETT, JR.",3
LESLIE HAIRSTON,CITIZENS FOR PAT DOWELL,3
LESLIE HAIRSTON,FRIENDS OF MATT O'SHEA,3
LESLIE HAIRSTON,ALDERMAN LESLIE HAIRSTON,3
FRIENDS OF MICHELLE A. HARRIS,HOPKINS FOR CHICAGO,4
FRIENDS OF MICHELLE A. HARRIS,CITIZENS FOR ERVIN,4
FRIENDS OF MICHELLE A. HARRIS,"FRIENDS OF WALTER BURNETT, JR.",3
FRIENDS OF MICHELLE A. HARRIS,FRIENDS OF LESLIE A. HAIRSTON,3
FRIENDS OF MICHELLE A. HARRIS,CITIZENS FOR REILLY,3
FRIENDS OF MICHELLE A. HARRIS,CITIZENS FOR PAT DOWELL,3
FRIENDS OF MICHELLE A. HARRIS,CITIZENS TO ELECT EMMA MITTS,3
FRIENDS OF MICHELLE A. HARRIS,CITIZENS FOR TUNNEY,3
FRIENDS OF MICHELLE A. HARRIS,FRIENDS OF MATT O'SHEA,3
FRIENDS OF MICHELLE A. HARRIS,CITIZENS FOR ALDERMAN MICHAEL SCOTT JR.,3
FRIENDS OF MICHELLE A. HARRIS,FRIENDS OF GEORGE CARDENAS,3
FRIENDS OF MICHELLE A. HARRIS,FRIENDS OF RODERICK T. SAWYER,3
FRIENDS OF MICHELLE A. HARRIS,CITIZENS FOR JOE MOORE,3
FRIENDS OF MICHELLE A. HARRIS,FRIENDS OF NICHOLAS SPOSATO,3
FRIENDS OF MICHELLE A. HARRIS,CITIZENS FOR CAPPLEMAN,4
FRIENDS OF MICHELLE A. HARRIS,FRIENDS OF GEORGE A. CARDENAS,4
EMMA MITTS,HOPKINS FOR CHICAGO,3
EMMA MITTS,CITIZENS TO ELECT EMMA MITTS,3
EMMA MITTS,MICHAEL SCOTT,3
FRIENDS FOR DEBRA SILVERSTEIN,HOPKINS FOR CHICAGO,8
FRIENDS FOR DEBRA SILVERSTEIN,CITIZENS FOR ERVIN,3
FRIENDS FOR DEBRA SILVERSTEIN,FRIENDS OF SAMANTHA NUGENT,6
FRIENDS FOR DEBRA SILVERSTEIN,FRIENDS OF LESLIE A. HAIRSTON,3
FRIENDS FOR DEBRA SILVERSTEIN,CITIZENS FOR REILLY,4
FRIENDS FOR DEBRA SILVERSTEIN,CITIZENS FOR PAT DOWELL,4
FRIENDS FOR DEBRA SILVERSTEIN,CITIZENS FOR MICHELLE HARRIS,3
FRIENDS FOR DEBRA SILVERSTEIN,CITIZENS TO ELECT EMMA MITTS,3
FRIENDS FOR DEBRA SILVERSTEIN,CITIZENS FOR WAGUESPACK,4
FRIENDS FOR DEBRA SILVERSTEIN,FRIENDS OF MICHELE SMITH,3
FRIENDS FOR DEBRA SILVERSTEIN,FRIENDS OF MICHAEL D RODRIGUEZ,3
FRIENDS FOR DEBRA SILVERSTEIN,FRIENDS OF GEORGE CARDENAS,3
FRIENDS FOR DEBRA SILVERSTEIN,FRIENDS OF RODERICK T. SAWYER,3
FRIENDS FOR DEBRA SILVERSTEIN,CITIZENS FOR JOE MOORE,5
FRIENDS FOR DEBRA SILVERSTEIN,CITIZENS FOR CAPPLEMAN,3
FRIENDS OF SUSAN SADLOWSKI GARZA,HOPKINS FOR CHICAGO,10
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS FOR ERVIN,7
FRIENDS OF SUSAN SADLOWSKI GARZA,"FRIENDS OF WALTER BURNETT, JR.",3
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF ANTHONY NAPOLITANO,3
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF STEPHANIE COLEMAN,3
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF SAMANTHA NUGENT,7
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF LESLIE A. HAIRSTON,4
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS FOR REILLY,3
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS FOR PAT DOWELL,4
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS TO ELECT EMMA MITTS,6
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS FOR TUNNEY,10
FRIENDS OF SUSAN SADLOWSKI GARZA,"FRIENDS OF WALTER BURNETT, JR",3
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS FOR WAGUESPACK,7
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS TO ELECT ANTHONY BEALE,6
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF SOPHIA KING,5
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF MICHELE SMITH,8
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF MATT O'SHEA,4
FRIENDS OF SUSAN SADLOWSKI GARZA,NEIGHBORS FOR DANIEL LA SPATA,3
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS TO ELECT DAVID MOORE,6
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF GEORGE CARDENAS,3
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF RODERICK T. SAWYER,5
FRIENDS OF SUSAN SADLOWSKI GARZA,ALDERMAN SCOTT WAGUESPACK,3
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS FOR JOE MOORE,4
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF RAYMOND LOPEZ,4
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF EDWARD M. BURKE,3
FRIENDS OF SUSAN SADLOWSKI GARZA,CITIZENS FOR CAPPLEMAN,5
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF MICHELLE HARRIS,5
FRIENDS OF SUSAN SADLOWSKI GARZA,ALDERMAN RAYMOND LOPEZ,3
FRIENDS OF SUSAN SADLOWSKI GARZA,ALDERMAN LESLIE HAIRSTON,3
FRIENDS OF SUSAN SADLOWSKI GARZA,ALDERMAN WALTER BURNETT,3
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF GEORGE A. CARDENAS,3
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF DEBRA SILVERSTEIN,3
FRIENDS OF SUSAN SADLOWSKI GARZA,FRIENDS OF EDWARD M BURKE,3
HOPKINS FOR CHICAGO,CITIZENS FOR ERVIN,15
HOPKINS FOR CHICAGO,ALDERMAN JASON ERVIN,4
HOPKINS FOR CHICAGO,BRIAN HOPKINS,4
HOPKINS FOR CHICAGO,"FRIENDS OF WALTER BURNETT, JR.",11
HOPKINS FOR CHICAGO,FRIENDS OF ANTHONY NAPOLITANO,4
HOPKINS FOR CHICAGO,FRIENDS OF STEPHANIE COLEMAN,6
HOPKINS FOR CHICAGO,FRIENDS OF SAMANTHA NUGENT,14
HOPKINS FOR CHICAGO,FRIENDS OF CARRIE AUSTIN,8
HOPKINS FOR CHICAGO,"CITIZENS FOR MICHAEL SCOTT, JR.",3
HOPKINS FOR CHICAGO,FRIENDS OF LESLIE A. HAIRSTON,8
HOPKINS FOR CHICAGO,CITIZENS FOR REILLY,21
HOPKINS FOR CHICAGO,CITIZENS FOR PAT DOWELL,12
HOPKINS FOR CHICAGO,CITIZENS FOR MICHELLE HARRIS,6
HOPKINS FOR CHICAGO,CITIZENS TO ELECT EMMA MITTS,12
HOPKINS FOR CHICAGO,CITIZENS FOR TUNNEY,23
HOPKINS FOR CHICAGO,FRIENDS OF WALTER BURNETT JR.,5
HOPKINS FOR CHICAGO,MICHAEL SCOTT,4
HOPKINS FOR CHICAGO,"FRIENDS OF WALTER BURNETT, JR",5
HOPKINS FOR CHICAGO,CITIZENS FOR WAGUESPACK,17
HOPKINS FOR CHICAGO,CITIZENS TO ELECT ANTHONY BEALE,9
HOPKINS FOR CHICAGO,FRIENDS OF MICHAEL D. RODRIGUEZ,3
HOPKINS FOR CHICAGO,CITIZENS FOR MALDONADO,5
HOPKINS FOR CHICAGO,FRIENDS OF SOPHIA KING,10
HOPKINS FOR CHICAGO,FRIENDS OF MICHELE SMITH,22
HOPKINS FOR CHICAGO,FRIENDS OF MATT O'SHEA,11
HOPKINS FOR CHICAGO,CITIZENS FOR ALDERMAN MICHAEL SCOTT JR.,5
HOPKINS FOR CHICAGO,FRIENDS OF MICHAEL D RODRIGUEZ,3
HOPKINS FOR CHICAGO,NEIGHBORS FOR DANIEL LA SPATA,3
HOPKINS FOR CHICAGO,CITIZENS TO ELECT DAVID MOORE,7
HOPKINS FOR CHICAGO,ALDERMAN GILBERT VILLEGAS,3
HOPKINS FOR CHICAGO,CITIZENS FOR TOM TUNNEY,3
HOPKINS FOR CHICAGO,CITIZENS FOR REBOYRAS,5
HOPKINS FOR CHICAGO,FRIENDS OF WALTER BURNETT,8
HOPKINS FOR CHICAGO,FRIENDS OF MICHELLE SMITH,5
HOPKINS FOR CHICAGO,FRIENDS OF GEORGE CARDENAS,9
HOPKINS FOR CHICAGO,FRIENDS OF RODERICK T. SAWYER,13
HOPKINS FOR CHICAGO,ALDERMAN SCOTT WAGUESPACK,5
HOPKINS FOR CHICAGO,CITIZENS FOR ALDERMAN REILLY,8
HOPKINS FOR CHICAGO,FRIENDS OF LESLIE HAIRSTON,8
HOPKINS FOR CHICAGO,NEIGHBORS FOR HARRY OSTERMAN,5
HOPKINS FOR CHICAGO,CITIZENS FOR JOE MOORE,20
HOPKINS FOR CHICAGO,ALDERMAN BRENDAN REILLY,6
HOPKINS FOR CHICAGO,FRIENDS OF RAYMOND LOPEZ,8
HOPKINS FOR CHICAGO,ALDERMAN GEORGE CARDENAS,5
HOPKINS FOR CHICAGO,ALDERMAN MICHELLE A. HARRIS,3
HOPKINS FOR CHICAGO,ALDERMAN CARRIE M. AUSTIN,3
HOPKINS FOR CHICAGO,FRIENDS OF NICHOLAS SPOSATO,5
HOPKINS FOR CHICAGO,ALDERMAN JAMES CAPPLEMAN,3
HOPKINS FOR CHICAGO,FRIENDS OF EDWARD M. BURKE,14
HOPKINS FOR CHICAGO,FRIENDS OF RAYMOND A. LOPEZ,5
HOPKINS FOR CHICAGO,FRIENDS OF ED BURKE,8
HOPKINS FOR CHICAGO,ALDERMAN PAT DOWELL,4
HOPKINS FOR CHICAGO,CITIZENS FOR CAPPLEMAN,18
HOPKINS FOR CHICAGO,COMMITTEE TO ELECT HOWARD BROOKINS,3
HOPKINS FOR CHICAGO,FRIENDS OF MICHELLE HARRIS,6
HOPKINS FOR CHICAGO,FRIENDS OF GEORGE A CARDENAS,4
HOPKINS FOR CHICAGO,CITIZENS FOR CARRIE AUSTIN,4
HOPKINS FOR CHICAGO,ALDERMAN TOM TUNNEY,4
HOPKINS FOR CHICAGO,FRIENDS OF PATRICK D. THOMPSON,7
HOPKINS FOR CHICAGO,ALDERMAN RAYMOND LOPEZ,4
HOPKINS FOR CHICAGO,ALDERMAN JOANN THOMPSON,3
HOPKINS FOR CHICAGO,ALDERMAN MICHELE SMITH,3
HOPKINS FOR CHICAGO,ALDERMAN JOE MOORE,4
HOPKINS FOR CHICAGO,ALDERMAN CARRIE AUSTIN,3
HOPKINS FOR CHICAGO,ALDERMAN LESLIE HAIRSTON,3
HOPKINS FOR CHICAGO,FRIENDS OF GREG MITCHELL,4
HOPKINS FOR CHICAGO,FRIENDS OF RODERICK T SAWYER,3
HOPKINS FOR CHICAGO,ALDERMAN WALTER BURNETT,4
HOPKINS FOR CHICAGO,24TH WARD DEMOCRATIC ORGANIZATION ALD. MICHAEL SCOTT,3
HOPKINS FOR CHICAGO,CITIZENS FOR ARIEL REBOYRAS,3
HOPKINS FOR CHICAGO,FRIENDS OF GEORGE A. CARDENAS,8
HOPKINS FOR CHICAGO,FRIENDS OF CARRIE M. AUSTIN,7
HOPKINS FOR CHICAGO,CITIZENS FOR MICHAEL SCOTT JR.,3
HOPKINS FOR CHICAGO,FRIENDS OF PATRICK THOMPSON,4
HOPKINS FOR CHICAGO,ALDERMAN ANTHONY BEALE,3
HOPKINS FOR CHICAGO,ALDERMAN EDWARD M. BURKE,3
HOPKINS FOR CHICAGO,THE BURNHAM COMMITTEE ALDERMAN ED BURKE,3
HOPKINS FOR CHICAGO,PATRICK DALEY THOMPSON CAMPAIGN COMMITTEE,3
HOPKINS FOR CHICAGO,ALDERMAN HARRY OSTERMAN,3
HOPKINS FOR CHICAGO,"COMMITTEE TO ELECT HOWARD BROOKINS, JR.",3
HOPKINS FOR CHICAGO,FRIENDS OF DEBRA SILVERSTEIN,4
HOPKINS FOR CHICAGO,FRIENDS OF EDWARD M BURKE,5
HOPKINS FOR CHICAGO,ALDERMAN RODERICK T. SAWYER,3
HOPKINS FOR CHICAGO,ALDERMAN DEBRA SILVERSTEIN,3
HOPKINS FOR CHICAGO,CITIZENS FOR BRENDAN REILLY,3
HOPKINS FOR CHICAGO,"ALDERMAN WALTER BURNETT, JR.",3
HOPKINS FOR CHICAGO,FRIENDS OF TABARES,3
HOPKINS FOR CHICAGO,FRIENDS OF JOE MOORE,3
HOPKINS FOR CHICAGO,CITIZENS FOR JAMES CAPPLEMAN,3
HOPKINS FOR CHICAGO,FRIENDS OF PATRICK D THOMPSON FOR ALDERMAN,3
HOPKINS FOR CHICAGO,"COMMITTEE TO ELECT HOWARD B. BROOKINS, JR.",3
CITIZENS FOR ERVIN,"FRIENDS OF WALTER BURNETT, JR.",9
CITIZENS FOR ERVIN,FRIENDS OF ANTHONY NAPOLITANO,6
CITIZENS FOR ERVIN,FRIENDS OF STEPHANIE COLEMAN,5
CITIZENS FOR ERVIN,FRIENDS OF CHRIS TALIAFERRO,3
CITIZENS FOR ERVIN,FRIENDS OF SAMANTHA NUGENT,8
CITIZENS FOR ERVIN,FRIENDS OF CARRIE AUSTIN,7
CITIZENS FOR ERVIN,"CITIZENS FOR MICHAEL SCOTT, JR.",5
CITIZENS FOR ERVIN,FRIENDS OF LESLIE A. HAIRSTON,6
CITIZENS FOR ERVIN,CITIZENS FOR REILLY,12
CITIZENS FOR ERVIN,CITIZENS FOR PAT DOWELL,10
CITIZENS FOR ERVIN,CITIZENS FOR MICHELLE HARRIS,3
CITIZENS FOR ERVIN,CITIZENS TO ELECT EMMA MITTS,8
CITIZENS FOR ERVIN,CITIZENS FOR TUNNEY,15
CITIZENS FOR ERVIN,FRIENDS OF WALTER BURNETT JR.,4
CITIZENS FOR ERVIN,"FRIENDS OF WALTER BURNETT, JR",4
CITIZENS FOR ERVIN,CITIZENS FOR WAGUESPACK,12
CITIZENS FOR ERVIN,CITIZENS TO ELECT ANTHONY BEALE,9
CITIZENS FOR ERVIN,CITIZENS FOR MALDONADO,5
